Date,High,Low,Open,Close,Volume,Adj Close
2001-08-27,7.5187201499938965,6.537590026855469,6.867949962615967,7.074920177459717,204166311.0,4.748887062072754
2001-08-28,7.363490104675293,6.887849807739258,6.963469982147217,7.335629940032959,65145307.0,4.923883438110352
2001-08-29,7.363490104675293,7.184380054473877,7.3595099449157715,7.240099906921387,26758395.0,4.859760761260986
2001-08-30,7.464990139007568,7.164480209350586,7.220200061798096,7.383389949798584,24125560.0,4.955941200256348
2001-08-31,7.486879825592041,7.323689937591553,7.393340110778809,7.365479946136475,11673334.0,4.943919658660889
2001-09-03,7.476930141448975,7.333640098571777,7.403289794921875,7.361499786376953,11110864.0,4.941247940063477
2001-09-04,7.578420162200928,7.3396100997924805,7.365479946136475,7.455039978027344,18595129.0,5.004034519195557
2001-09-05,7.546579837799072,7.405280113220215,7.484889984130859,7.451059818267822,13098098.0,5.001362323760986
2001-09-06,7.457029819488525,7.265970230102539,7.433139801025391,7.303790092468262,14570402.0,4.902511119842529
2001-09-07,7.353539943695068,7.094820022583008,7.263979911804199,7.100790023803711,15854347.0,4.766252517700195
2001-09-10,7.333640098571777,6.967450141906738,7.045070171356201,7.303790092468262,9486248.0,4.902511119842529
2001-09-11,7.353539943695068,7.204279899597168,7.323689937591553,7.222189903259277,5723644.0,4.847738742828369
2001-09-12,7.204279899597168,7.025169849395752,7.031139850616455,7.1605000495910645,12584685.0,4.806331157684326
2001-09-13,7.224180221557617,7.104770183563232,7.166470050811768,7.142590045928955,5520577.0,4.794309139251709
2001-09-14,7.263979911804199,7.124670028686523,7.166470050811768,7.224180221557617,3855437.0,4.849075794219971
2001-09-17,7.222189903259277,7.064970016479492,7.1803998947143555,7.132629871368408,4514257.0,4.787624359130859
2001-09-18,7.273930072784424,7.134620189666748,7.140600204467773,7.214230060577393,5413338.0,4.842395305633545
2001-09-19,7.347569942474365,7.176420211791992,7.224180221557617,7.347569942474365,4346711.0,4.931897163391113
2001-09-20,7.373439788818359,7.263979911804199,7.343589782714844,7.28587007522583,5614375.0,4.8904829025268555
2001-09-21,7.283880233764648,7.164480209350586,7.220200061798096,7.176420211791992,3959395.0,4.817017078399658
2001-09-24,7.242090225219727,7.164480209350586,7.176420211791992,7.174429893493652,2044387.0,4.815680503845215
2001-09-25,7.271940231323242,7.174429893493652,7.220200061798096,7.210249900817871,1752873.0,4.839724063873291
2001-09-26,7.260000228881836,7.164480209350586,7.186369895935059,7.1803998947143555,2490417.0,4.819688320159912
2001-09-27,7.3595099449157715,7.164480209350586,7.1803998947143555,7.303790092468262,4410782.0,4.902511119842529
2001-09-28,7.403289794921875,7.263979911804199,7.343589782714844,7.381400108337402,8586599.0,4.9546051025390625
2001-10-01,7.403289794921875,7.263979911804199,7.343589782714844,7.381400108337402,0.0,4.9546051025390625
2001-10-02,7.403289794921875,7.263979911804199,7.343589782714844,7.381400108337402,0.0,4.9546051025390625
2001-10-03,7.403289794921875,7.263979911804199,7.343589782714844,7.381400108337402,0.0,4.9546051025390625
2001-10-04,7.403289794921875,7.263979911804199,7.343589782714844,7.381400108337402,0.0,4.9546051025390625
2001-10-05,7.403289794921875,7.263979911804199,7.343589782714844,7.381400108337402,0.0,4.9546051025390625
2001-10-08,7.399310111999512,7.214230060577393,7.363490104675293,7.279900074005127,3292329.0,4.886475086212158
2001-10-09,7.4629998207092285,7.283880233764648,7.283880233764648,7.423190116882324,4802957.0,4.982656955718994
2001-10-10,7.449069976806641,7.170450210571289,7.423190116882324,7.184380054473877,8817850.0,4.822359085083008
2001-10-11,7.263979911804199,7.094820022583008,7.166470050811768,7.114719867706299,6183930.0,4.775601863861084
2001-10-12,7.293839931488037,6.776400089263916,7.144579887390137,7.164480209350586,10054959.0,4.8090033531188965
2001-10-15,7.164480209350586,6.945559978485107,7.144579887390137,7.025169849395752,4901840.0,4.715493202209473
2001-10-16,7.124670028686523,6.915709972381592,6.991340160369873,6.925660133361816,4180581.0,4.64870023727417
2001-10-17,6.927649974822998,6.7465500831604,6.923669815063477,6.806250095367432,6284848.0,4.568549156188965
2001-10-18,6.897799968719482,6.748539924621582,6.806250095367432,6.774409770965576,2504085.0,4.547175407409668
2001-10-19,6.796299934387207,6.569429874420166,6.766449928283691,6.666940212249756,7882661.0,4.475039958953857
2001-10-22,6.70674991607666,6.507730007171631,6.627140045166016,6.52564001083374,4904523.0,4.380195140838623
2001-10-23,7.178410053253174,6.967450141906738,7.164480209350586,7.178410053253174,20399768.0,4.818352222442627
2001-10-24,7.323689937591553,6.987360000610352,7.319709777832031,7.13661003112793,20442052.0,4.790295600891113
2001-10-25,7.124670028686523,6.937600135803223,7.104770183563232,6.941579818725586,8058187.0,4.659386157989502
2001-10-26,6.985360145568848,6.850039958953857,6.905759811401367,6.965459823608398,4523418.0,4.675414562225342
2001-10-29,7.090839862823486,6.941579818725586,6.941579818725586,7.025169849395752,2305304.0,4.715493202209473
2001-10-30,7.0629801750183105,6.949540138244629,7.0152201652526855,6.965459823608398,1750723.0,4.675414562225342
2001-10-31,6.983369827270508,6.925660133361816,6.965459823608398,6.975409984588623,2393042.0,4.682092666625977
2001-11-01,7.092830181121826,6.955510139465332,6.975409984588623,7.07889986038208,3337984.0,4.751558303833008
2001-11-02,7.108749866485596,6.997310161590576,7.021190166473389,7.037109851837158,1726116.0,4.723507881164551
2001-11-05,7.017210006713867,6.905759811401367,6.965459823608398,6.945559978485107,1854530.0,4.662056922912598
2001-11-06,7.025169849395752,6.909739971160889,6.925660133361816,6.995319843292236,1311124.0,4.695457458496094
2001-11-07,6.965459823608398,6.726650238037109,6.965459823608398,6.736599922180176,4685618.0,4.521796703338623
2001-11-08,6.7445597648620605,6.563459873199463,6.63709020614624,6.70674991607666,3719431.0,4.5017619132995605
2001-11-09,6.861979961395264,6.6350998878479,6.70674991607666,6.796299934387207,1889703.0,4.5618696212768555
2001-11-12,6.846059799194336,6.670919895172119,6.846059799194336,6.686850070953369,1348317.0,4.488404750823975
2001-11-13,6.70674991607666,6.609230041503906,6.623159885406494,6.694809913635254,1343534.0,4.493747234344482
